,Название,ИНН,Адрес,ОКВЭД,Деятельность
347,"ООО ""ГАЗПРОМ ГНП ХОЛДИНГ""",3906229324,Г.САНКТ-ПЕТЕРБУРГ,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
348,"ООО ""ЛУКОЙЛ-РНП-ТРЕЙДИНГ""",9705083130,Г.МОСКВА,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
349,"АО ""НТЦ ""АТЛАС""",9715389053,Г.МОСКВА,74.90.9,Деятельность в области защиты информации
350,"ПАО ""ТРАНСНЕФТЬ""",7706061801,Г.МОСКВА,49.50.1,Транспортирование по трубопроводам нефти и нефтепродуктов
351,"ПАО ""РОСТЕЛЕКОМ""",7707049388,Г.САНКТ-ПЕТЕРБУРГ,61.10,Деятельность в области связи на базе проводных технологий
352,"ООО""ТРЭВЭЛС""",7826056320,Г.МОСКВА,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
353,"АО ""САНАТОРИЙ ""СЕСТРОРЕЦКИЙ КУРОРТ""",7827003258,Г.Санкт-Петербург,86.90.4,Деятельность санаторно-курортных организаций
354,"ФГУП ""ИНЖТЕХЦЕНТР МИНОБОРОНЫ РОССИИ""",7810252947,Г.МОСКВА,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
355,"ОПИФ рыночных финансовых инструментов ""Финансист""",7825481139,Г.Москва,66.3,Деятельность по управлению фондами
356,"ООО ""ИННОВАЦИОННОЕ РАЗВИТИЕ""",7714857315,Г.Москва,64.99.1,Вложения в ценные бумаги
357,"ЗПИФ долгосрочных прямых инвестиций ""Технологические Инвестиции""",7714842767,Г.МОСКВА,66.12.2,Деятельность по управлению ценными бумагами
358,"ООО ""СПУТНИК - УПРАВЛЕНИЕ АКТИВАМИ НТИ""",7714497327,Г.Москва,70.10.2,Деятельность по управлению холдинг-компаниями
359,"ООО ""СИТИ-БОКС МАГИСТРАЛЬНЫЙ""",7714451805,Г.МОСКВА,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
360,"НАО ""ЦЕНТР ""ОМЕГА""",2309102040,КРАСНОДАРСКИЙ КРАЙ,55.1,Деятельность гостиниц и прочих мест для временного проживания
361,"ЗПИФ недвижимости ""Екатерининский""",2309084747,КРАСНОДАРСКИЙ КРАЙ,64.99,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
362,"ООО ""АВАНТАЖ""",2334021317,РОСТОВСКАЯ ОБЛАСТЬ,46.21,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных"
363,"ООО ""АГРОФИРМА ""ПРИАЗОВЬЕ""",2334020440,КРАСНОДАРСКИЙ КРАЙ,01.11.1,Выращивание зерновых культур
364,"ООО "" МЯСОПТИЦЕКОМБИНАТ "" КАНЕВСКОЙ """,2334018875,КРАСНОДАРСКИЙ КРАЙ,10.11.1,Производство мяса в охлажденном виде
365,"ООО ТД ЗАО ""ПЗ ""ВОЛЯ""",2334018603,КРАСНОДАРСКИЙ КРАЙ,47.1,Торговля розничная в неспециализированных магазинах
366,"ДП ""ООО ТД ""ПОБЕДА""",2334018561,КРАСНОДАРСКИЙ КРАЙ,47.11,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах"
367,ООО ВТБ ДЕВЕЛОПМЕНТ,7842182650,Г.Санкт-Петербург,70.22,Консультирование по вопросам коммерческой деятельности и управления
368,"ООО ""ГАЗПРОМ МЕЖРЕГИОНГАЗ""",5003021311,Г.САНКТ-ПЕТЕРБУРГ,46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
369,"ООО ""ЦТЕХ""",7838102211,Г.Санкт-Петербург,63.11,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность"
370,"АО ""НАУЧНЫЕ ПРИБОРЫ""",7826012838,Г.САНКТ-ПЕТЕРБУРГ,72.19,Научные исследования и разработки в области естественных и технических наук прочие
371,"ООО ""РЖД-ТЕХНОЛОГИИ""",7708331203,Г.МОСКВА,62.02,Деятельность консультативная и работы в области компьютерных технологий
372,"Комбинированный ЗПИФ ""Фобос""",7825680984,Г.Москва,66.12.2,Деятельность по управлению ценными бумагами
373,"АО ""ФК ""ЛОКОМОТИВ""",7718200111,Г.МОСКВА,93.1,Деятельность в области спорта
374,"АО ""КИНОСТУДИЯ ИМ. М. ГОРЬКОГО""",7717149198,Г.МОСКВА,59.11,"Производство кинофильмов, видеофильмов и телевизионных программ"
375,"ПАО НК ""РУССНЕФТЬ""",7717133960,Г.МОСКВА,06.10.1,Добыча сырой нефти
376,"ЗПИФ комбинированный ""Атлантис""",7708168370,Г.Москва,66.12.2,Деятельность по управлению ценными бумагами
377,"ООО ""МВМ""",7707548740,Г.МОСКВА,47.43,Торговля розничная аудио- и видеотехникой в специализированных магазинах
378,"АО ""НПФ ""БУДУЩЕЕ""",7707492166,Г.МОСКВА,65.30,Деятельность негосударственных пенсионных фондов
379,"ПАО ""РОССЕТИ УРАЛ""",6671163413,СВЕРДЛОВСКАЯ ОБЛАСТЬ,35.12,Передача электроэнергии и технологическое присоединение к распределительным электросетям
380,"ООО ""СТАРТАП-СТУДИЯ УРФУ""",6670512407,Свердловская область,64.99,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
381,"АО ""УУК""",6670175818,Свердловская область,68.2,Аренда и управление собственным или арендованным недвижимым имуществом
382,"АО ""КРК ""УРАЛЕЦ""",6659101594,Свердловская область,93.11,Деятельность спортивных объектов
383,"ФГУП ""КОМБИНАТ ""ЭЛЕКТРОХИМПРИБОР""",6630002336,СВЕРДЛОВСКАЯ ОБЛАСТЬ,20.51,Производство взрывчатых веществ
384,"ООО ""АНДОРЭЙ-ИНВЕСТ""",7704563965,Г.МОСКВА,68.20,Аренда и управление собственным или арендованным недвижимым имуществом
385,"АО ""СИСТЕМА-ИНВЕСТ""",7704563362,Г.МОСКВА,64.99.1,Вложения в ценные бумаги
386,"ООО ""АРТ ПИКЧЕРС СТУДИЯ""",7704547890,Г.МОСКВА,59.11,"Производство кинофильмов, видеофильмов и телевизионных программ"
387,"ООО ""ЕВРОСТРОЙКОМПЛЕКС""",7704530247,РОСТОВСКАЯ ОБЛАСТЬ,46.39,"Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями"
388,"ООО ""КАРБОН""",7704493235,Г.МОСКВА,70.22,Консультирование по вопросам коммерческой деятельности и управления
