,Объект_1,ИНН_1,Адрес_1,ОКВЭД_1,ОКВЭД_ГЛАВ_1,Деятельность_1,Связь,Объект_2,ИНН_2,Адрес_2,ОКВЭД_2,ОКВЭД_ГЛАВ_2,Деятельность_2
204,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ЧЕГЕТ""",9704138474,Г.МОСКВА,55.1,55,Деятельность гостиниц и прочих мест для временного проживания
205,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""СВОЕ ЗЕРНО""",2363002189,КРАСНОДАРСКИЙ КРАЙ,46.21.11,46,Торговля оптовая зерном
206,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"ООО ""ПРОЕКТ БЕЛОКУРИХА ГОРНАЯ""",2203004861,АЛТАЙСКИЙ КРАЙ,55.10,55,Деятельность гостиниц и прочих мест для временного проживания
207,РОСИМУЩЕСТВО,7710723134,МОСКВА ГОРОД,84.11.8,84,"Управление имуществом, находящимся в государственной собственности",Высокая,"АГЕНТСТВО СТРАТЕГИЧЕСКИХ ИНИЦИАТИВ (АСИ), АГЕНТСТВО СТРАТЕГИЧЕСКИХ ИНИЦИАТИВ, АСИ",7704278735,Г.МОСКВА,73.20,73,Исследование конъюнктуры рынка и изучение общественного мнения
208,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,КРАСНОДАРСКИЙ КРАЙ,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом,Высокая,"ООО ""ТЕХСЕРВИС""",2338012377,РОСТОВСКАЯ ОБЛАСТЬ,46.14.9,46,Деятельность агентов по оптовой торговле прочими видами машин и промышленным оборудованием
209,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,КРАСНОДАРСКИЙ КРАЙ,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом,Высокая,"ООО ""АГРОКОМПЛЕКС ""КАМЫШЕВАТСКИЙ""",2361010508,КРАСНОДАРСКИЙ КРАЙ,01.11.1,01,Выращивание зерновых культур
210,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,КРАСНОДАРСКИЙ КРАЙ,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом,Высокая,"ООО ""ЛАБИНСКИЙ ЭЛЕВАТОР""",2314025200,КРАСНОДАРСКИЙ КРАЙ,52.10.3,52,Хранение и складирование зерна
211,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,КРАСНОДАРСКИЙ КРАЙ,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом,Высокая,"ООО ""МЕДВЕДЬ-1""",6168047095,РОСТОВСКАЯ ОБЛАСТЬ,68.20.2,68,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
212,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,КРАСНОДАРСКИЙ КРАЙ,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом,Высокая,"ООО ""ТД ""ВЭЛАН""",6164221031,РОСТОВСКАЯ ОБЛАСТЬ,46.69,46,Торговля оптовая прочими машинами и оборудованием
213,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,КРАСНОДАРСКИЙ КРАЙ,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом,Высокая,"ООО ""АЛЬФА""",2338009705,КРАСНОДАРСКИЙ КРАЙ,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом
214,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,КРАСНОДАРСКИЙ КРАЙ,68.20,68,Аренда и управление собственным или арендованным недвижимым имуществом,Высокая,"ООО ""АГРОКОМПЛЕКС ""ЕЙСКИЙ""",2361011438,КРАСНОДАРСКИЙ КРАЙ,01.11.1,01,Выращивание зерновых культур
