Объект_1,ИНН_1,Адрес_1,ОКВЭД_1,ОКВЭД_ГЛАВ_1,Раздел_1,Деятельность_раздел_1,Деятельность_1,Связь,Объект_2,ИНН_2,Адрес_2,ОКВЭД_2,ОКВЭД_ГЛАВ_2,Раздел_2,Деятельность_раздел_2,Деятельность_2
МИНМОСОБЛИМУЩЕСТВО,7725131814,Московская область,84.11.21,84,O,Государственное управление и обеспечение военной безопасности; социальное обеспечение,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",Высокая,ПРАВИТЕЛЬСТВО МОСКОВСКОЙ ОБЛАСТИ,7710342058,Московская область,84.11.21,84,O,Государственное управление и обеспечение военной безопасности; социальное обеспечение,"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации"
"АО ""ЭР-ТЕЛЕКОМ ХОЛДИНГ""",5902202276,ПЕРМСКИЙ КРАЙ,61.10,61,J,Деятельность в области информации и связи,Деятельность в области связи на базе проводных технологий,Высокая,"ООО ""СВЯЗЬ ВСД""",7713339141,Г.МОСКВА,63.11,63,J,Деятельность в области информации и связи,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность"
"АО ""ЭР-ТЕЛЕКОМ ХОЛДИНГ""",5902202276,ПЕРМСКИЙ КРАЙ,61.10,61,J,Деятельность в области информации и связи,Деятельность в области связи на базе проводных технологий,Высокая,"ООО ""ЛИНКС ХОЛДИНГ""",7713486322,Г.Москва,63.11,63,J,Деятельность в области информации и связи,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность"
"ООО ""НЦ ТЕХНОСПАРК""",5046075713,Г.МОСКВА,64.9,64,K,Деятельность финансовая и страховая,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",Высокая,ФОНД ИНФРАСТРУКТУРНЫХ И ОБРАЗОВАТЕЛЬНЫХ ПРОГРАММ,7728116275,Г.МОСКВА,64.9,64,K,Деятельность финансовая и страховая,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению"
"ООО ""НЦ ТЕХНОСПАРК""",5046075713,Г.МОСКВА,64.9,64,K,Деятельность финансовая и страховая,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",Высокая,"ООО ""ТЕХНОСПАРК ВЕНЧУРС""",7751242052,Г.Москва,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления
"АО ""ОЧАКОВО-ПРОМЖЕЛДОРТРАНС""",7729566510,Г.Москва,49.20,49,H,Транспортировка и хранение,Деятельность железнодорожного транспорта: грузовые перевозки,Высокая,"АО ""МГАО ПРОМЖЕЛДОРТРАНС""",7723015315,Г.МОСКВА,52.21.1,52,H,Транспортировка и хранение,"Деятельность вспомогательная, связанная с железнодорожным транспортом"
"ООО ""РУК""",4253029657,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,46.71,46,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",Высокая,"АО ""ОУК ""ЮЖКУЗБАССУГОЛЬ""",4216008176,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,05.10.1,05,B,Добыча полезных ископаемых,Добыча угля и антрацита
"ООО ""РУК""",4253029657,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,46.71,46,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",Высокая,"АО ""ТПТУ""",4214001270,Кемеровская область - Кузбасс,49.20,49,H,Транспортировка и хранение,Деятельность железнодорожного транспорта: грузовые перевозки
"ООО ""РУК""",4253029657,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,46.71,46,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",Высокая,ОООРУП,7708240838,Г.МОСКВА,94.12,94,S,Предоставление прочих видов услуг,Деятельность профессиональных членских организаций
"ООО ""ВИНДРОТОР""",5246048788,Нижегородская область,24.2,24,C,Обрабатывающие производства,"Производство стальных труб, полых профилей и фитингов",Высокая,"ОАО ""НИИМЕСТПРОМ""",5259006351,НИЖЕГОРОДСКАЯ ОБЛАСТЬ,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие
"АО ""ВКУСВИЛЛ""",7734443270,МОСКОВСКАЯ ОБЛАСТЬ,47.11,47,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",Высокая,"ООО ""ПРОЕКТНЫЙ ОФИС""",7720484654,Г.МОСКВА,64.20,64,K,Деятельность финансовая и страховая,Деятельность холдинговых компаний
"АО ""ВКУСВИЛЛ""",7734443270,МОСКОВСКАЯ ОБЛАСТЬ,47.11,47,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",Высокая,"ООО ""ВКУСВИЛЛ КАФЕ""",7734487905,Г.Москва,56.10,56,I,Деятельность гостиниц и предприятий общественного питания,Деятельность ресторанов и услуги по доставке продуктов питания
"ООО ""РУСЭНЕРГОСБЫТ""",7706284124,Г.МОСКВА,35.14,35,D,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",Торговля электроэнергией,Высокая,"ООО ""РУСЭНЕРГОСБЫТ СИБИРЬ""",2465115953,Красноярский край,35.14,35,D,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",Торговля электроэнергией
"ООО ""МОТОРИКА""",7719402047,Г.МОСКВА,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие,Высокая,"МК ООО ""ХОМО АУКТУС""",2540274313,ПРИМОРСКИЙ КРАЙ,64.20,64,K,Деятельность финансовая и страховая,Деятельность холдинговых компаний
"ООО ""ГРУППА ""АРКТИК ЭНЕРДЖИ""",9704085543,Г.МОСКВА,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""КАРБОН""",7704493235,Г.МОСКВА,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления
"ООО ""ГРУППА ""АРКТИК ЭНЕРДЖИ""",9704085543,Г.МОСКВА,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""АРКТИК БАЛКЕР""",2469004757,МУРМАНСКАЯ ОБЛАСТЬ,50.20,50,H,Транспортировка и хранение,Деятельность морского грузового транспорта
"ООО ""УТ ""ПЭФ""",5024179395,Московская область,64.99.3,64,K,Деятельность финансовая и страховая,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",Высокая,"ООО ""АГК-1""",9705068572,Московская область,35.11,35,D,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",Производство электроэнергии
"ООО ""УТ ""ПЭФ""",5024179395,Московская область,64.99.3,64,K,Деятельность финансовая и страховая,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",Высокая,"АО ""РТ-ИНВЕСТ""",9705094910,Г.Москва,66.30.1,66,K,Деятельность финансовая и страховая,Управление инвестиционными фондами
"ООО ""КЭШФЛОУ""",9703166528,Г.МОСКВА,64.99.3,64,K,Деятельность финансовая и страховая,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",Высокая,"ООО ""КОУЛМЭН ГРУП""",7725438098,Г.МОСКВА,78.10,78,N,Деятельность административная и сопутствующие дополнительные услуги,Деятельность агентств по подбору персонала
"ООО ""АМТ""",7017372835,ТОМСКАЯ ОБЛАСТЬ,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие,Высокая,ФГБОУ ВО СИБГМУ МИНЗДРАВА РОССИИ,7018013613,ТОМСКАЯ ОБЛАСТЬ,85.22,85,P,Образование,Образование высшее
"ООО ""АМТ""",7017372835,ТОМСКАЯ ОБЛАСТЬ,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие,Высокая,"ООО ""ЦКМ""",7017260497,ТОМСКАЯ ОБЛАСТЬ,70.10.2,70,M,"Деятельность профессиональная, научная и техническая",Деятельность по управлению холдинг-компаниями
"ООО ""ЭКОЛОГИЯ ВОДОСНАБЖЕНИЯ""",7730308175,Г.Москва,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО УК ""РОСВОДОКАНАЛ""",5027116065,Г.МОСКВА,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления
"ООО ""ЭКОЛОГИЯ ВОДОСНАБЖЕНИЯ""",7730308175,Г.Москва,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""РКС-ХОЛДИНГ""",7704836475,Г.МОСКВА,70.10.1,70,M,"Деятельность профессиональная, научная и техническая",Деятельность по управлению финансово-промышленными группами
ООО ВТБ ДЕВЕЛОПМЕНТ,7842182650,Г.Санкт-Петербург,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления,Высокая,АО ВТБ ДЕВЕЛОПМЕНТ,7838327945,Г.Санкт-Петербург,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления
"АО ""АБ ""РОССИЯ""",7831000122,Г.САНКТ-ПЕТЕРБУРГ,64.19,64,K,Деятельность финансовая и страховая,Денежное посредничество прочее,Высокая,"АО ""РИРЦ""",5030081133,Г.Санкт-Петербург,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления
"АО ""АБ ""РОССИЯ""",7831000122,Г.САНКТ-ПЕТЕРБУРГ,64.19,64,K,Деятельность финансовая и страховая,Денежное посредничество прочее,Высокая,"ООО ""АБР ДЕВЕЛОПМЕНТ""",7802923084,Г.САНКТ-ПЕТЕРБУРГ,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления
"ПАО ""РОСТЕЛЕКОМ""",7707049388,Г.САНКТ-ПЕТЕРБУРГ,61.10,61,J,Деятельность в области информации и связи,Деятельность в области связи на базе проводных технологий,Высокая,"Макрорегиональный филиал ""Центр"" ОАО междугородной и международной электрической связи ""Ростелеком""",7707049388,Г.САНКТ-ПЕТЕРБУРГ,61.10,61,J,Деятельность в области информации и связи,Деятельность в области связи на базе проводных технологий
"ООО ""АЛЛЕГРО""",6623130104,Свердловская область,46.90,46,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,Торговля оптовая неспециализированная,Высокая,"ООО ""ЕВРАЗ""",7701225358,Г.Москва,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления
"АО ""СТРОЙСЕРВИС""",4234001215,Кемеровская область - Кузбасс,46.71,46,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",Высокая,"ООО СП ""БАРЗАССКОЕ ТОВАРИЩЕСТВО""",4203000074,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,05.10.12,05,B,Добыча полезных ископаемых,Добыча коксующегося угля открытым способом
"АО ""СТРОЙСЕРВИС""",4234001215,Кемеровская область - Кузбасс,46.71,46,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",Высокая,"ООО ""РАЗРЕЗ ""БЕРЕЗОВСКИЙ""",4223035452,Кемеровская область - Кузбасс,05.10.12,05,B,Добыча полезных ископаемых,Добыча коксующегося угля открытым способом
"ЗПИФ комбинированный ""Мегаполис капитал""",7723566915,САНКТ-ПЕТЕРБУРГ ГОРОД,64.99,64,K,Деятельность финансовая и страховая,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",Высокая,"ООО""ТРЭВЭЛС""",7826056320,Г.МОСКВА,68.20,68,L,Деятельность по операциям с недвижимым имуществом,Аренда и управление собственным или арендованным недвижимым имуществом
"АО ""РОСЭЛЕКТРОНИКА""",7710277994,Г.МОСКВА,70.10.1,70,M,"Деятельность профессиональная, научная и техническая",Деятельность по управлению финансово-промышленными группами,Высокая,"АО""НИИ""ГИРИКОНД""",7802144144,Г.САНКТ-ПЕТЕРБУРГ,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие
"ООО ""ЕТК ПРОМО ПРОДАКШН""",7701369832,Г.Москва,64.99,64,K,Деятельность финансовая и страховая,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",Высокая,"ООО ""ХИП ХОП КАФЕ""",7703785556,Г.МОСКВА,56.10,56,I,Деятельность гостиниц и предприятий общественного питания,Деятельность ресторанов и услуги по доставке продуктов питания
"ООО ""ЕТК ПРОМО ПРОДАКШН""",7701369832,Г.Москва,64.99,64,K,Деятельность финансовая и страховая,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",Высокая,"ООО ""ФОНКОР""",7726752148,МОСКОВСКАЯ ОБЛАСТЬ,92.1,92,R,"Деятельность в области культуры, спорта, организации досуга и развлечений",Деятельность по организации и проведению азартных игр и заключения пари
"ООО ""БАЛТИКСТРОЙАЛЬЯНС""",9731114049,Г.Москва,41.20,41,F,Строительство,Строительство жилых и нежилых зданий,Высокая,"ООО ""КВИЛЛИОН""",9709094492,Г.Москва,68.20,68,L,Деятельность по операциям с недвижимым имуществом,Аренда и управление собственным или арендованным недвижимым имуществом
"ООО ""Т2 МОБАЙЛ""",7743895280,Г.МОСКВА,61.2,61,J,Деятельность в области информации и связи,Деятельность в области связи на базе беспроводных технологий,Высокая,"ООО ""ТДМ ТЕХ""",5032339596,Г.МОСКВА,62.01,62,J,Деятельность в области информации и связи,Разработка компьютерного программного обеспечения
"АО ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОРПОРАЦИЯ ""УРАЛВАГОНЗАВОД""",6623029538,СВЕРДЛОВСКАЯ ОБЛАСТЬ,30.40,30,C,Обрабатывающие производства,Производство военных боевых машин,Высокая,"ООО ""ТЕХНОПАРК ""ТРАКТОРОЗАВОДСКИЙ""",7452046148,Челябинская область,68.2,68,L,Деятельность по операциям с недвижимым имуществом,Аренда и управление собственным или арендованным недвижимым имуществом
"АО ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОРПОРАЦИЯ ""УРАЛВАГОНЗАВОД""",6623029538,СВЕРДЛОВСКАЯ ОБЛАСТЬ,30.40,30,C,Обрабатывающие производства,Производство военных боевых машин,Высокая,"АО ""61 БТРЗ""",7819310752,Г.Санкт-Петербург,30.4,30,C,Обрабатывающие производства,Производство военных боевых машин
"ЗАО ""ЛИДЕР""",5018026672,Г.Москва,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами,Высокая,"АО ""ДРАГА""",7704011964,Г.САНКТ-ПЕТЕРБУРГ,66.11.3,66,K,Деятельность финансовая и страховая,Деятельность регистраторов по ведению реестра владельцев ценных бумаг
"ООО ""ФЛЕКСЛАБ""",7801203710,Г.САНКТ-ПЕТЕРБУРГ,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие,Высокая,"ООО ""СЗЦТТ""",4705059882,Ленинградская область,64.9,64,K,Деятельность финансовая и страховая,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению"
"ООО ""ФЛЕКСЛАБ""",7801203710,Г.САНКТ-ПЕТЕРБУРГ,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие,Высокая,УНИВЕРСИТЕТ ИТМО; НИУ ИТМО; ИТМО,7813045547,Г.САНКТ-ПЕТЕРБУРГ,85.22,85,P,Образование,Образование высшее
"ООО ""СВЯЗЬ ВСД""",7713339141,Г.МОСКВА,63.11,63,J,Деятельность в области информации и связи,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",Высокая,"ООО ""ППИТ-12""",7703824100,Г.МОСКВА,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"ООО ""ЛИНКС ХОЛДИНГ""",7713486322,Г.Москва,63.11,63,J,Деятельность в области информации и связи,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",Высокая,"ООО ""ППИТ-12""",7703824100,Г.МОСКВА,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"АО ""КЭС""",5024037961,МОСКОВСКАЯ ОБЛАСТЬ,35.14,35,D,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",Торговля электроэнергией,Высокая,"АО ""КПЭС""",5024105629,Московская область,35.13,35,D,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",Распределение электроэнергии
"ООО ""ФЭМИЛИ ЮНИКОРН""",7806573507,Г.Санкт-Петербург,64.3,64,K,Деятельность финансовая и страховая,Деятельность инвестиционных фондов и аналогичных финансовых организаций,Высокая,"ООО ""ФБ""",9703013899,Г.МОСКВА,47.91.2,47,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет"
"ООО ""УК МЕЧЕЛ-МАЙНИНГ""",5410020539,МОСКВА ГОРОД,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ПАО ""ЮЖНЫЙ КУЗБАСС""",4214000608,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,05.10.2,05,B,Добыча полезных ископаемых,Обогащение угля
"ООО ""УК МЕЧЕЛ-МАЙНИНГ""",5410020539,МОСКВА ГОРОД,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления,Высокая,ОООРУП,7708240838,Г.МОСКВА,94.12,94,S,Предоставление прочих видов услуг,Деятельность профессиональных членских организаций
"ООО ""ТЕХНОПРОМ""",9701020273,Г.МОСКВА,64.20,64,K,Деятельность финансовая и страховая,Деятельность холдинговых компаний,Высокая,"ООО ""РКС-ХОЛДИНГ""",7704836475,Г.МОСКВА,70.10.1,70,M,"Деятельность профессиональная, научная и техническая",Деятельность по управлению финансово-промышленными группами
"ООО ""РН-АЭРО""",7705843041,Г.МОСКВА,46.71.2,46,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,"Торговля оптовая моторным топливом, включая авиационный бензин",Высокая,"ООО ""ТЗК ПУЛКОВО""",7810393786,Г.САНКТ-ПЕТЕРБУРГ,46.71.2,46,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,"Торговля оптовая моторным топливом, включая авиационный бензин"
"ООО ""МИРАНДА-МЕДИА""",7702527584,РЕСПУБЛИКА КРЫМ,61.10.3,61,J,Деятельность в области информации и связи,Деятельность по предоставлению услуг по передаче данных и услуг доступа к информационно-коммуникационной сети Интернет,Высокая,"ООО ""БЕРВИНГ""",7814596473,Г.Санкт-Петербург,62.02,62,J,Деятельность в области информации и связи,Деятельность консультативная и работы в области компьютерных технологий
"АО ""РАСЧЕТНЫЕ РЕШЕНИЯ""",7727718421,Г.Москва,63.11,63,J,Деятельность в области информации и связи,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",Высокая,"АО ""РИЦ""",5753200537,Орловская область,63.11,63,J,Деятельность в области информации и связи,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность"
"ЗПИФ недвижимости ""Атриум""",7727528950,Г.Москва,66.12.2,66,K,Деятельность финансовая и страховая,Деятельность по управлению ценными бумагами,Высокая,"АО ""НСД""",7715159793,Г.МОСКВА,66.19.5,66,K,Деятельность финансовая и страховая,"Предоставление услуг по хранению ценностей, депозитарная деятельность"
"ЗПИФ комбинированный ""АФМ. Росдевелопмент""",7706761602,Г.МОСКВА,66.30.1,66,K,Деятельность финансовая и страховая,Управление инвестиционными фондами,Высокая,"ООО ""АФМ""",5612065074,Оренбургская область,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"ООО ""НЕВА-11""",7804382465,Г.САНКТ-ПЕТЕРБУРГ,68.20.2,68,L,Деятельность по операциям с недвижимым имуществом,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,Высокая,"ООО ""НЕВА-6""",7804024036,Г.САНКТ-ПЕТЕРБУРГ,68.20.2,68,L,Деятельность по операциям с недвижимым имуществом,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
"АО ""РТ-ИНВЕСТ""",9705094910,Г.Москва,66.30.1,66,K,Деятельность финансовая и страховая,Управление инвестиционными фондами,Высокая,"ЗПИФ долгосрочных прямых инвестиций ""Технологические Инвестиции""",7714842767,Г.МОСКВА,66.12.2,66,K,Деятельность финансовая и страховая,Деятельность по управлению ценными бумагами
"ЗПИФ акций ""Альтернативные инвестиции""",7705903220,Г.МОСКВА,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги,Высокая,"АО ""СОЗИДАНИЕ""",7705903220,Г.МОСКВА,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"ЗПИФ комбинированный ""АФМ. Орифа""",5612065074,Оренбургская область,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами,Высокая,"ООО ""АФМ""",5612065074,Оренбургская область,66.30,66,K,Деятельность финансовая и страховая,Деятельность по управлению фондами
"АО ""АТС""",7703651792,Г.Москва,62.09,62,J,Деятельность в области информации и связи,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",Высокая,"АССОЦИАЦИЯ ""НП СОВЕТ РЫНКА""",7705429930,Г.МОСКВА,94.11,94,S,Предоставление прочих видов услуг,Деятельность коммерческих и предпринимательских членских организаций
"ООО ""ТЕХНОСПАРК ВЕНЧУРС""",7751242052,Г.Москва,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления,Высокая,"ООО ""УК ДАЛЬНЕВОСТОЧНЫЙ ФОНД ВЫСОКИХ ТЕХНОЛОГИЙ""",7728437776,Г.Москва,70.22,70,M,"Деятельность профессиональная, научная и техническая",Консультирование по вопросам коммерческой деятельности и управления
"ООО ""МАГАЗИН БУДУЩЕГО""",7751035377,Г.МОСКВА,72.19,72,M,"Деятельность профессиональная, научная и техническая",Научные исследования и разработки в области естественных и технических наук прочие,Высокая,"ООО ""ПРОЕКТ ИЗБЁНКА""",7734641716,МОСКОВСКАЯ ОБЛАСТЬ,64.99.3,64,K,Деятельность финансовая и страховая,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний"
"ООО ""ЛУКОЙЛ-ЦЕНТРНЕФТЕПРОДУКТ""",7701285928,Г.МОСКВА,47.30,47,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,Торговля розничная моторным топливом в специализированных магазинах,Высокая,"ТОСП ""АЗС №50240"" ООО ""ЛУКОЙЛ-Центрнефтепродукт""",7701285928,Г.МОСКВА,47.30,47,G,Торговля оптовая и розничная; ремонт автотранспортных средств и мотоциклов,Торговля розничная моторным топливом в специализированных магазинах
"ООО ""НХТК""",7727344230,Г.Москва,52.29,52,H,Транспортировка и хранение,"Деятельность вспомогательная прочая, связанная с перевозками",Высокая,"АО ""СГ-ТРАНС""",7740000100,Г.МОСКВА,49.20,49,H,Транспортировка и хранение,Деятельность железнодорожного транспорта: грузовые перевозки
"ЗПИФ рентный ""Стратегические инвестиции""",7705934845,Г.МОСКВА,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги,Высокая,"ООО ""КАПИТАЛ ЭССЕТ МЕНЕДЖМЕНТ""",7705934845,Г.МОСКВА,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"АО ""НСД""",7715159793,Г.МОСКВА,66.19.5,66,K,Деятельность финансовая и страховая,"Предоставление услуг по хранению ценностей, депозитарная деятельность",Высокая,"ЗПИФ долгосрочных прямых инвестиций ""Технологические Инвестиции""",7714842767,Г.МОСКВА,66.12.2,66,K,Деятельность финансовая и страховая,Деятельность по управлению ценными бумагами
"ЗПИФ рентный ""Земельный""",7705934845,Г.МОСКВА,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги,Высокая,"ООО ""КАПИТАЛ ЭССЕТ МЕНЕДЖМЕНТ""",7705934845,Г.МОСКВА,64.99.1,64,K,Деятельность финансовая и страховая,Вложения в ценные бумаги
"ЗПИФ комбинированный ""Антарес""",7718581523,ТВЕРСКАЯ ОБЛАСТЬ,64.30,64,K,Деятельность финансовая и страховая,Деятельность инвестиционных фондов и аналогичных финансовых организаций,Высокая,"ООО ""УК ""ПРАГМА КАПИТАЛ""",7718581523,ТВЕРСКАЯ ОБЛАСТЬ,64.30,64,K,Деятельность финансовая и страховая,Деятельность инвестиционных фондов и аналогичных финансовых организаций
"ЗПИФ комбинированный ""ДТ КАПИТАЛ""",7702526051,Г.Москва,64.99,64,K,Деятельность финансовая и страховая,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",Высокая,"ООО ""ДЕФЕНСУМ-ИНВЕСТ""",7713459135,Г.Москва,68.10.2,68,L,Деятельность по операциям с недвижимым имуществом,Покупка и продажа собственного недвижимого имущества
"АО ""СПЕЦРЕМОНТ""",7704726232,Г.Москва,70.10.2,70,M,"Деятельность профессиональная, научная и техническая",Деятельность по управлению холдинг-компаниями,Высокая,"АО ""61 БТРЗ""",7819310752,Г.Санкт-Петербург,30.4,30,C,Обрабатывающие производства,Производство военных боевых машин
"ООО ""ОРЛОВСКИЕ ЧЕРНОЗЕМЫ""",5709004910,Орловская область,01.11.1,01,A,"Сельское, лесное хозяйство, охота, рыболовство и рыбоводство",Выращивание зерновых культур,Высокая,ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ИМУЩЕСТВА И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ ОРЛОВСКОЙ ОБЛАСТИ,5753004003,Орловская область,84.11.8,84,O,Государственное управление и обеспечение военной безопасности; социальное обеспечение,"Управление имуществом, находящимся в государственной собственности"
"АО ""ЧУВАШСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ""",2128700232,Чувашская Республика - Чувашия,35.14,35,D,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",Торговля электроэнергией,Высокая,"ФИЛИАЛ ПАО ""РОССЕТИ ВОЛГА"" - ""ЧУВАШЭНЕРГО""",6450925977,САРАТОВСКАЯ ОБЛАСТЬ,35.12,35,D,"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",Передача электроэнергии и технологическое присоединение к распределительным электросетям
